,image_path,Trail,Panel_Size,grain_size,grain_number,Mean_Stress_xx,Std_Stress_xx,Mean_Stress_yy,Std_Stress_yy,Mean_Strain,Std_Strain,Mean_Youngs_modulus,Std_Youngs_modulus
0,300L_GN_2.0_6.0_25_225_trail_1/GS_60.0_GN_25_L_300_Trail_1_orig.png,1,300,60.0,25,3.3156013033996374,0.24677479597435337,49.33800975965586,0.4926145367791093,0.073936,0.0009059271493889562,717.9735709372183,1.4276746579738813
1,300L_GN_2.0_6.0_25_225_trail_1/GS_60.0_GN_25_L_300_Trail_1_mirror.png,1,300,60.0,25,3.3156013033996374,0.24677479597435337,49.33800975965586,0.4926145367791093,0.073936,0.0009059271493889562,717.9735709372183,1.4276746579738813
2,300L_GN_2.0_6.0_25_225_trail_1/GS_60.0_GN_25_L_300_Trail_1_flip.png,1,300,60.0,25,3.3156013033996374,0.24677479597435337,49.33800975965586,0.4926145367791093,0.073936,0.0009059271493889562,717.9735709372183,1.4276746579738813
3,300L_GN_2.0_6.0_25_225_trail_1/GS_60.0_GN_25_L_300_Trail_1_mirror_flip.png,1,300,60.0,25,3.3156013033996374,0.24677479597435337,49.33800975965586,0.4926145367791093,0.073936,0.0009059271493889562,717.9735709372183,1.4276746579738813
4,300L_GN_2.0_6.0_25_225_trail_1/GS_58.835_GN_26_L_300_Trail_1_orig.png,1,300,58.834840541455215,26,3.920867888237943,0.39442797007215247,54.1326967768379,0.46080059312179533,0.08074600000000001,0.0006134036191611487,725.151876381184,1.166855833502488
5,300L_GN_2.0_6.0_25_225_trail_1/GS_58.835_GN_26_L_300_Trail_1_mirror.png,1,300,58.834840541455215,26,3.920867888237943,0.39442797007215247,54.1326967768379,0.46080059312179533,0.08074600000000001,0.0006134036191611487,725.151876381184,1.166855833502488
6,300L_GN_2.0_6.0_25_225_trail_1/GS_58.835_GN_26_L_300_Trail_1_flip.png,1,300,58.834840541455215,26,3.920867888237943,0.39442797007215247,54.1326967768379,0.46080059312179533,0.08074600000000001,0.0006134036191611487,725.151876381184,1.166855833502488
7,300L_GN_2.0_6.0_25_225_trail_1/GS_58.835_GN_26_L_300_Trail_1_mirror_flip.png,1,300,58.834840541455215,26,3.920867888237943,0.39442797007215247,54.1326967768379,0.46080059312179533,0.08074600000000001,0.0006134036191611487,725.151876381184,1.166855833502488
8,300L_GN_2.0_6.0_25_225_trail_1/GS_57.735_GN_27_L_300_Trail_1_orig.png,1,300,57.735026918962575,27,3.365601578737823,0.2724434791260662,55.79981684335354,0.9845578218478207,0.07963400000000001,0.0014417295169344316,742.2933911101525,0.7942484058513494
9,300L_GN_2.0_6.0_25_225_trail_1/GS_57.735_GN_27_L_300_Trail_1_mirror.png,1,300,57.735026918962575,27,3.365601578737823,0.2724434791260662,55.79981684335354,0.9845578218478207,0.07963400000000001,0.0014417295169344316,742.2933911101525,0.7942484058513494
